City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
553,Maceio,BR,-9.6658,-35.7353,81.84,78,40,8.05,moderate rain
554,Mocuba,MZ,-16.8392,36.9856,64.71,88,3,3.13,clear sky
555,Westport,US,41.1415,-73.3579,37.15,51,1,9.22,clear sky
556,Cairns,AU,-16.9167,145.7667,85.95,66,75,5.75,broken clouds
557,Garowe,SO,8.4054,48.4845,72.66,79,5,7.76,clear sky
558,Raga,SS,8.4596,25.678,72.45,27,6,3.76,clear sky
559,Dibulla,CO,11.2725,-73.3091,76.66,91,97,4.83,overcast clouds
560,Guerrero Negro,MX,27.9769,-114.0611,67.66,63,0,11.9,clear sky
561,Tungor,RU,53.3808,142.9564,29.1,71,33,16.13,scattered clouds
562,Kristinehamn,SE,59.3098,14.1081,26.58,63,100,12.75,overcast clouds
563,Litovko,RU,49.2361,135.1742,12.58,90,92,3.89,overcast clouds
564,Soyo,AO,-6.1349,12.3689,76.33,89,86,3.04,overcast clouds
565,Nishihara,JP,26.1842,127.7558,70.88,56,75,21.85,broken clouds
566,Adrar,MR,20.5022,-10.0711,63.9,30,10,14.47,clear sky
567,Selizharovo,RU,56.8519,33.4487,35.92,98,100,10.13,overcast clouds
568,Alugan,PH,12.2188,125.4808,82.31,84,100,13.04,overcast clouds
569,Kemlya,RU,54.6963,45.2424,32.77,98,100,15.21,snow
570,Forbes,AU,-33.3833,148.0167,66.63,60,89,3.94,overcast clouds
571,Sinarades,GR,39.5647,19.8458,58.64,72,75,5.75,broken clouds
572,Turbaco,CO,10.3294,-75.4114,78.55,89,20,3.44,few clouds
573,Launceston,AU,-41.45,147.1667,62.24,51,0,5.75,clear sky
574,Vancouver,CA,49.2497,-123.1193,52.92,100,90,9.22,mist
575,Aleksandrov Gay,RU,50.147,48.5704,33.17,72,100,14.25,overcast clouds
576,Saint-Francois,FR,46.4154,3.9054,35.04,93,90,10.36,overcast clouds
577,Columbus,US,39.9612,-82.9988,39.99,58,90,4.61,light rain
578,Grao Mogol,BR,-16.5594,-42.8897,63.99,99,100,3.51,light rain
579,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,90,4.61,light rain
580,Talara,PE,-4.5772,-81.2719,66.54,84,99,10.42,overcast clouds
581,Altay,CN,47.8667,88.1167,5.22,59,12,6.49,few clouds
582,Alta Floresta,BR,-9.8756,-56.0861,72.36,96,97,3.27,overcast clouds
583,Ust-Ilimsk,RU,58.0006,102.6619,12.24,92,100,9.17,overcast clouds
584,Olafsvik,IS,64.8945,-23.7142,38.66,91,100,7.02,overcast clouds
585,Gisborne,NZ,-38.6533,178.0042,68.09,66,99,9.71,overcast clouds
586,Auki,SB,-8.7676,160.7034,85.68,68,94,2.44,overcast clouds
587,Nhulunbuy,AU,-12.2333,136.7667,90.21,48,80,6.91,broken clouds
588,Morros,BR,-9.4467,-46.3003,74.37,81,54,3.4,broken clouds
589,Jalu,LY,29.0331,21.5482,69.35,39,32,2.93,scattered clouds
590,Pala,TD,9.3642,14.9046,73.35,22,91,4.16,overcast clouds
591,Amboasary,MG,-25.0333,46.3833,67.84,69,2,7.18,clear sky
592,Venice,US,27.0998,-82.4543,62.62,59,1,4.61,clear sky
593,Karasjok,NO,69.4719,25.5112,-0.29,100,100,0.83,overcast clouds
594,Nara,JP,34.6851,135.8049,49.28,47,0,7.47,clear sky
595,Bukachacha,RU,52.9833,116.9167,9.45,76,100,3.11,overcast clouds
596,Elizabeth City,US,36.2946,-76.2511,39.25,60,1,3.44,clear sky
597,Ratnagiri,IN,16.9833,73.3,74.16,63,100,7.02,overcast clouds
598,Khuzdar,PK,27.7384,66.6434,49.89,23,0,3.06,clear sky
599,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,47,0,23.02,clear sky
600,Japura,ID,-0.3167,102.35,79.36,80,99,1.68,overcast clouds
601,Vanimo,PG,-2.6741,141.3028,79.54,80,99,4.85,overcast clouds
602,Oksfjord,NO,70.2396,22.3479,20.32,82,34,11.95,scattered clouds
603,Nioki,CD,-2.7167,17.6833,70.09,97,22,2.17,few clouds
604,Camacha,PT,33.0833,-16.3333,60.22,72,40,14.97,scattered clouds
605,Daru,PG,-9.0763,143.2092,86.67,67,81,2.35,broken clouds
606,Henties Bay,NA,-22.116,14.2845,57.97,89,0,6.87,clear sky
607,Vila,PT,42.0304,-8.1588,31.08,91,10,6.93,clear sky
608,Nambucca Heads,AU,-30.65,153.0,69.8,73,99,9.73,moderate rain
609,Saint-Leu,RE,-21.15,55.2833,76.06,85,78,3.11,light rain
610,Aklavik,CA,68.2191,-135.0107,-11.2,64,20,17.27,few clouds
611,Quatre Cocos,MU,-20.2078,57.7625,71.71,73,1,6.15,clear sky
612,Dongsheng,CN,39.8161,109.9776,31.73,81,14,6.02,few clouds
613,Panaba,MX,21.2833,-88.2667,73.9,75,97,7.23,overcast clouds
614,Labytnangi,RU,66.6572,66.4183,-16.73,95,18,2.62,few clouds
615,Mnogovershinnyy,RU,53.9353,139.9242,21.76,84,100,7.65,overcast clouds
616,Kavaratti,IN,10.5669,72.642,82.65,73,100,11.52,overcast clouds
617,Khorixas,NA,-20.3667,14.9667,63.84,36,0,3.56,clear sky
618,Vrangel,RU,42.7297,133.0839,35.38,42,0,7.81,clear sky
619,Coracao De Jesus,BR,-16.6853,-44.365,65.12,97,98,8.08,overcast clouds
620,Abapo,BO,-18.8333,-63.4667,72.01,68,8,3.42,clear sky
621,Fushe-Arrez,AL,42.0622,20.0167,47.1,95,90,8.03,overcast clouds
622,Chimoio,MZ,-19.1164,33.4833,64.26,100,75,1.14,broken clouds
623,Kinsale,IE,51.7075,-8.5306,36.77,80,20,6.91,few clouds
624,Tuy Hoa,VN,13.0833,109.3,76.08,96,100,9.17,overcast clouds
625,Mikhaylovsk,RU,45.1283,42.0256,46.62,76,0,11.18,clear sky
626,Chernyshevsk,RU,52.5243,117.0174,10.78,86,100,3.56,overcast clouds
627,Panzhihua,CN,26.5851,101.7128,52.21,72,3,0.65,clear sky
628,Sandpoint,US,48.2766,-116.5533,45.36,100,90,3.44,moderate rain
629,Goderich,CA,43.7501,-81.7165,26.92,93,100,8.05,snow
630,Hachinohe,JP,40.5,141.5,44.94,56,7,9.22,clear sky
631,Shahr-E Kord,IR,32.3256,50.8644,28.17,93,0,2.3,clear sky
632,Broken Hill,AU,-31.95,141.4333,71.31,46,40,13.8,scattered clouds
633,Russell,US,32.3502,-85.1999,55.0,43,1,0.0,clear sky
634,Zherdevka,RU,51.8486,41.4606,37.22,96,100,11.95,overcast clouds
635,Goure,NE,13.9835,10.2704,72.43,16,91,8.48,overcast clouds
636,Roswell,US,34.0232,-84.3616,50.92,49,1,0.0,clear sky
637,Udon Thani,TH,17.3333,102.8333,62.51,88,85,0.0,overcast clouds
638,Riviere-Au-Renard,CA,48.9957,-64.3971,35.89,86,100,13.02,overcast clouds
639,Hokitika,NZ,-42.7167,170.9667,58.03,87,100,3.96,overcast clouds
640,Morki,RU,56.4303,48.9947,23.58,87,100,13.33,overcast clouds
641,Motala,SE,58.5371,15.0365,31.77,69,100,14.67,overcast clouds
642,Zhangye,CN,38.9342,100.4517,24.62,47,100,3.18,overcast clouds
643,Bulungu,CD,-4.55,18.6,69.19,95,99,1.74,overcast clouds
644,Patiya,BD,22.2931,91.9762,60.57,82,6,3.24,clear sky
645,Pecos,US,31.4229,-103.4932,61.63,63,90,6.91,overcast clouds
646,Doctor Cecilio Baez,PY,-25.05,-56.3167,69.96,72,0,5.1,clear sky
647,Portland,US,45.5234,-122.6762,61.38,91,90,10.36,mist
648,Eregli,TR,37.5133,34.0467,54.52,58,100,3.8,overcast clouds
649,Belaya Glina,RU,46.07,40.86,45.99,79,100,6.89,overcast clouds
650,Chimbote,PE,-9.0853,-78.5783,66.06,83,100,7.27,overcast clouds
651,Coahuayana,MX,18.7333,-103.6833,85.48,83,1,1.43,clear sky
652,Benguela,AO,-12.5763,13.4055,74.86,80,100,3.49,light rain
653,Kansanshi,ZM,-12.0951,26.4273,58.12,97,37,3.98,scattered clouds
654,Kharitonovo,RU,61.4009,47.4978,29.26,97,100,5.28,snow
655,Bowen,AU,-20.0167,148.2333,86.22,68,72,9.84,broken clouds
656,Cojasca,RO,44.7167,25.85,36.9,81,97,7.07,overcast clouds
657,Marienburg,PL,54.0359,19.0266,33.46,85,100,6.46,overcast clouds
658,Meulaboh,ID,4.1363,96.1285,77.43,88,82,7.81,light rain
659,Sungai Besar,MY,3.6746,100.9867,75.25,87,100,5.59,overcast clouds
660,Baijiantan,CN,45.6333,85.1833,22.68,68,1,8.77,clear sky
661,Vonyarcvashegy,HU,46.7574,17.3117,41.05,100,90,2.3,mist
662,Ilam,NP,26.9167,87.9167,52.56,66,0,6.44,clear sky
663,Bilma,NE,18.6853,12.9164,72.9,19,7,6.67,clear sky
664,Xinyu,CN,27.8043,114.9334,54.52,72,0,3.29,clear sky
665,Turkmenabat,TM,39.0733,63.5786,31.98,74,100,0.0,mist
666,Santiago Del Estero,AR,-27.7951,-64.2615,86.81,35,83,3.56,broken clouds
667,Gimli,CA,50.6336,-96.9907,28.42,59,23,8.05,few clouds
668,Shatsk,RU,54.0258,41.7119,33.84,99,100,13.73,overcast clouds
669,Oktyabrskoye,RU,43.0645,44.7417,23.14,100,35,0.0,scattered clouds
670,Tikrit,IQ,34.6071,43.6782,61.27,44,100,7.52,overcast clouds
671,Kedougou,SN,12.5579,-12.1743,80.71,28,97,2.06,overcast clouds
672,Tomatlan,MX,19.9333,-105.25,72.63,86,30,2.68,scattered clouds
673,Mahanoro,MG,-19.9,48.8,71.4,95,100,15.82,moderate rain
674,Albox,ES,37.3886,-2.1495,46.85,65,1,21.21,clear sky
675,Kawardha,IN,22.0167,81.25,59.85,40,100,4.9,overcast clouds
676,Jining,CN,35.405,116.5814,47.98,76,100,10.02,overcast clouds
677,Batagay-Alyta,RU,67.8006,130.4114,-3.1,96,100,3.51,overcast clouds
678,Bikaner,IN,28.0167,73.3,64.13,48,18,7.05,few clouds
679,Kannangad,IN,12.3081,75.1063,75.88,83,100,6.73,overcast clouds
680,Plettenberg Bay,ZA,-34.0527,23.3716,62.62,71,36,4.43,scattered clouds
681,La Rioja,ES,42.25,-2.5,28.18,96,100,12.28,snow
682,Pimentel,PE,-6.8367,-79.9342,66.13,84,95,14.99,overcast clouds
683,Diu,IN,20.7141,70.9822,72.99,54,60,6.38,broken clouds
684,Pierre,US,44.3683,-100.351,41.92,60,75,6.91,broken clouds
685,Mtwara,TZ,-10.2667,40.1833,80.38,67,100,14.38,overcast clouds
686,Dandong,CN,40.1292,124.3947,37.98,54,97,4.59,overcast clouds
687,Pinheiro Machado,BR,-31.5783,-53.3811,60.87,97,94,6.69,overcast clouds
688,Rawlins,US,41.7911,-107.2387,39.42,45,1,8.05,clear sky
689,Uige,AO,-7.6087,15.0613,66.15,99,100,1.05,overcast clouds
690,Terme,TR,41.2092,36.9739,58.93,79,100,5.17,light rain
691,Zelenogorskiy,RU,55.0333,87.0,19.92,95,100,11.65,snow
692,Pareora,NZ,-44.4871,171.2132,52.38,85,100,6.38,overcast clouds
693,Emba,KZ,48.8264,58.1442,21.76,77,100,7.27,overcast clouds
694,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,80.58,68,40,3.89,scattered clouds
695,Shirdi,IN,19.7667,74.4833,63.16,62,88,6.55,overcast clouds
696,Chitapur,IN,17.1167,77.0833,64.44,80,95,7.25,overcast clouds
697,Northam,GB,51.0333,-4.2167,40.21,60,87,18.41,overcast clouds
698,Hagavik,NO,60.1833,5.4333,24.55,86,0,2.3,clear sky
699,Soure,BR,-0.7167,-48.5233,80.37,82,24,7.7,few clouds
700,Sydney,AU,-33.8679,151.2073,63.84,72,75,19.57,broken clouds
701,Poum,NC,-20.2333,164.0167,80.76,75,4,9.69,clear sky
702,Asyut,EG,27.181,31.1837,57.38,30,37,2.95,scattered clouds
